date,Banks,Financials,Oil_Gas,Basic_Materials,Industrials,Technology,Utilities,Health_Care,Consumer_Services,Consumer_Goods
2021-11-24 00:00:00,0.04784453,0.008452385,0.01314549,-0.005157548,0.009584297,0.009993695,-0.006293195,0.019839481,0.007451315,0.008542113
2021-11-25 00:00:00,0.002779957,0.011558835,0.007326966,0.01205866,0.005065208,0.021427466,0.004913306,0.002481207,0.010320595,0.001976485
2021-11-26 00:00:00,-0.01023821,0.004888873,-0.026658042,-0.003411741,-0.000990488,-0.013400198,-0.010230369,-0.000114887,-0.0041533,-0.003785199
2021-11-29 00:00:00,-0.024290446,0.019338472,-0.038207783,-0.007818597,0.001365934,-0.010027132,-0.012143243,0.035615278,-0.016691694,-0.004379386
2021-11-30 00:00:00,-0.020783598,0.001537707,0.014797311,0.019774053,0.012109026,-0.009301755,0.007156995,0.010587611,0.001345636,-0.006984016
2021-12-01 00:00:00,0.010358466,-0.00014811,0.005279146,0.000194805,-0.00462956,0.007183906,-0.009484901,-0.008767775,-0.002789402,0.00145115
2021-12-02 00:00:00,-0.00621977,0.001849797,0.013207122,-0.00432711,-0.003868739,-0.007023192,0.007143822,0.007670114,-0.008318067,0.003917039
2021-12-03 00:00:00,-0.026738906,-0.028074781,-0.024725089,-0.031767631,-0.013797572,-0.021229757,-0.015286533,0.01101587,-0.004965689,-0.017261466
2021-12-06 00:00:00,-0.025735622,-0.013760324,-0.023850757,-0.034202194,-0.024958101,-0.015955334,-0.022845591,-0.009416823,-0.014452397,-0.015388634
2021-12-07 00:00:00,0.02184703,0.021579594,0.037472603,0.025175,0.006938969,0.016049129,0.02699428,0.012546474,0.009167593,0.013901977
2021-12-08 00:00:00,0.011150397,0.001319261,0.01460451,0.001527158,-0.000456421,0.001101438,0.006424211,0.002317677,-0.003538783,0.000367873
2021-12-09 00:00:00,0.005851888,0.014286759,0.007993854,0.005849453,0.005742715,0.014624937,0.003506233,0.009660724,0.004617584,0.011590416
2021-12-10 00:00:00,0.00249116,-0.009158205,-0.01032667,-0.002700697,0.008795009,-0.009135872,-0.004314808,-0.002816386,0.007324609,-0.002500674
2021-12-13 00:00:00,-0.002580245,0.013641355,0.00891306,0.009722042,0.00950715,0.006339055,0.007184343,0.018948702,0.012378071,0.010090903
2021-12-14 00:00:00,-0.004621008,5.54503e-05,-0.000385877,0.010490131,-0.002024744,-0.005081984,0.003871721,0.013905397,-0.000480654,0.004054895
